time_scraping,otodom_id,price,title,surface_area,num_of_room,floor,form_of_property,finish_condition,balcony_garden_terrace,parking_space,heating,ad_link,map_link
2024-06-06 01:37:56,3-pokoje-gotowe-do-wejscia-loggia-14-m2-ID4qJU1,1 400 000 zł,3 pokoje/ gotowe do wejścia/loggia 14 m2,"63,81 m²",,1/3,pełna własność,,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/3-pokoje-gotowe-do-wejscia-loggia-14-m2-ID4qJU1,"https://www.google.com/maps/@52.15435,21.07339,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:01,perelka-w-kamienicy-110-m2-balkon-5-pietro-ID4qqdN,2 800 000 zł,Perełka w kamienicy / 110 m2 / balkon / 5 piętro,"109,5 m²",,5/6,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/perelka-w-kamienicy-110-m2-balkon-5-pietro-ID4qqdN,"https://www.google.com/maps/@52.2142208,21.0223452,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:11,na-sprzedaz-mieszkanie-3pokojowe-oddzielna-kuchnia-ID4qUzM,949 000 zł,Na Sprzedaż Mieszkanie 3pokojowe Oddzielna kuchnia,55 m²,,3/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-3pokojowe-oddzielna-kuchnia-ID4qUzM,"https://www.google.com/maps/@52.2351604,20.9082108,14z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:16,bemowo-nowe-gotowe-na-juz-wykonczone-obok-metro-ID4qRCz,899 000 zł,"Bemowo NOWE gotowe na już, wykończone, obok metro","43,91 m²",,parter/4,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/bemowo-nowe-gotowe-na-juz-wykonczone-obok-metro-ID4qRCz,"https://www.google.com/maps/@52.2201448,20.8970821,14z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:21,2-pokoje-po-remoncie-w-kamienicy-na-starej-ochocie-ID4qz74,807 000 zł,2 Pokoje po remoncie w kamienicy na starej ochocie,39 m²,,4/5,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-w-kamienicy-na-starej-ochocie-ID4qz74,"https://www.google.com/maps/@52.2140492,20.9776758,16z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:25,perelka-w-kamienicy-110-m2-balkon-5-pietro-ID4qqdN,2 800 000 zł,Perełka w kamienicy / 110 m2 / balkon / 5 piętro,"109,5 m²",,5/6,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/perelka-w-kamienicy-110-m2-balkon-5-pietro-ID4qqdN,"https://www.google.com/maps/@52.2142208,21.0223452,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:30,targowa-2-pok-46-4m2-rewelacyjna-lokalizacja-ID4qlds,650 000 zł,"Targowa - 2 pok. 46,4m2 - rewelacyjna lokalizacja","46,4 m²",,6/18,pełna własność,do remontu,,,miejskie,https://www.otodom.pl/pl/oferta/targowa-2-pok-46-4m2-rewelacyjna-lokalizacja-ID4qlds,"https://www.google.com/maps/@52.2516678,21.0387182,16z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:35,dwupoziomowe-wyjatkowe-wawer-ID4qOPw,790 000 zł,Dwupoziomowe | wyjątkowe | Wawer,62 m²,,3/3,pełna własność,,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/dwupoziomowe-wyjatkowe-wawer-ID4qOPw,"https://www.google.com/maps/@52.18522,21.1342,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:40,przestronne-z-balkonem-goclaw-ID4qHxL,1 190 000 zł,Przestronne | z balkonem | Gocław,82 m²,,3/3,pełna własność,do zamieszkania,,,,https://www.otodom.pl/pl/oferta/przestronne-z-balkonem-goclaw-ID4qHxL,"https://www.google.com/maps/@52.22735,21.10549,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:45,gotowiec-inwestycyjny-przy-nowym-swiecie-ID4quan,990 000 zł,Gotowiec Inwestycyjny | przy Nowym Świecie,"37,15 m²",,7/7,pełna własność,do zamieszkania,,,,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-przy-nowym-swiecie-ID4quan,"https://www.google.com/maps/@52.23477,21.01397,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:49,duze-2-pokoje-w-cenie-malego-mieszkania-ID4qWxI,609 000 zł,Duże 2 pokoje w cenie małego mieszkania,56 m²,,parter/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/duze-2-pokoje-w-cenie-malego-mieszkania-ID4qWxI,"https://www.google.com/maps/@52.26307,21.14584,12z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:54,sloneczne-mieszkanie-52-9m2-w-dobrej-lokalizacji-ID4q7B8,548 000 zł,"Słoneczne mieszkanie 52,9m2 w dobrej lokalizacji","52,9 m²",,5/9,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-52-9m2-w-dobrej-lokalizacji-ID4q7B8,"https://www.google.com/maps/@52.3905709,20.923325,14z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:38:59,kawalerka-z-oddzielna-kuchnia-przy-samym-metrze-ID4qM3a,610 000 zł,Kawalerka z oddzielną kuchnią przy samym metrze,27 m²,,1/4,spółdzielcze wł. prawo do lokalu,do zamieszkania,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-przy-samym-metrze-ID4qM3a,"https://www.google.com/maps/@52.1877542,21.0173052,14z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:03,przestronne-2-pokoje-z-garderoba-nowa-cena-ID4qWxt,609 000 zł,Przestronne 2 pokoje z garderobą ** Nowa CENA !!,56 m²,,parter/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/przestronne-2-pokoje-z-garderoba-nowa-cena-ID4qWxt,"https://www.google.com/maps/@52.28983,21.11357,12z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:09,5-pokojowe-mieszkanie-kabaty-ursynow-ID4qlcW,2 900 000 zł,5-pokojowe mieszkanie Kabaty Ursynów,157 m²,,1/2,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,gazowe,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-kabaty-ursynow-ID4qlcW,"https://www.google.com/maps/@52.1334105,21.0484161,16z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:14,3pok-w-kamienicy-na-st-bielanach-metro-ID4qCLa,1 059 999 zł,"3pok. w kamienicy na St. Bielanach, metro",47 m²,,3/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/3pok-w-kamienicy-na-st-bielanach-metro-ID4qCLa,"https://www.google.com/maps/@52.2810169,20.9418605,16z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:18,piekne-trzypokojowe-mieszkanie-z-ogrodkiem-ID4plMB,1 690 000 zł,"Piękne, trzypokojowe mieszkanie z ogródkiem!","60,45 m²",,parter,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/piekne-trzypokojowe-mieszkanie-z-ogrodkiem-ID4plMB,"https://www.google.com/maps/@52.2565581,20.9643619,12z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:26,nowe-2-pokoje-royal-prywatna-strefa-fitness-sauna-ID4pGwW,990 000 zł,"Nowe 2 pokoje Royal prywatna strefa fitness, sauna","45,28 m²",,1/4,pełna własność,do zamieszkania,,,gazowe,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-royal-prywatna-strefa-fitness-sauna-ID4pGwW,"https://www.google.com/maps/@52.1560823,21.0833294,12z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:30,spektakularny-apartament-na-wilanowie-ID4qMh1,2 790 000 zł,Spektakularny apartament na Wilanowie!,"135,62 m²",,,,do zamieszkania,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/spektakularny-apartament-na-wilanowie-ID4qMh1,"https://www.google.com/maps/@52.1704045,21.0716279,12z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:35,wyjatkowe-2-pokoje-z-ogrodkiem-hlonda-ID4qMih,695 000 zł,Wyjątkowe 2 pokoje z ogródkiem! Hlonda,35 m²,,parter/4,pełna własność,do zamieszkania,,,,https://www.otodom.pl/pl/oferta/wyjatkowe-2-pokoje-z-ogrodkiem-hlonda-ID4qMih,"https://www.google.com/maps/@52.158905,21.0664378,12z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:40,super-lokalizacja-blisko-metro-2-tarasy-ID4qshN,2 280 000 zł,"Super lokalizacja, blisko metro, 2 tarasy","109,2 m²",,7/7,,do zamieszkania,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/super-lokalizacja-blisko-metro-2-tarasy-ID4qshN,"https://www.google.com/maps/@52.18126,21.01737,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:45,kamienica-z-1913-dla-konesera-pieknych-wnetrz-3-4m-ID4qetT,1 740 000 zł,Kamienica z 1913 dla Konesera pięknych wnętrz 3.4m,"58,8 m²",,3/5,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/kamienica-z-1913-dla-konesera-pieknych-wnetrz-3-4m-ID4qetT,"https://www.google.com/maps/@52.2552,21.04665,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:50,1-pokojowe-mieszkanie-32m2-loggia-bezposrednio-ID4fC1c,1 161 000 zł,1-pokojowe mieszkanie 32m2 + loggia Bezpośrednio,"32,89 m²",,> 10/16,pełna własność,do wykończenia,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-loggia-bezposrednio-ID4fC1c,"https://www.google.com/maps/@52.2352583,20.994393,12z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:54,inwestycyjnie-67m2-z-najemca-w-cenrtrum-ID4qOJq,1 632 000 zł,Inwestycyjnie - 67m2 z najemcą - w cenrtrum,68 m²,,3/6,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/inwestycyjnie-67m2-z-najemca-w-cenrtrum-ID4qOJq,"https://www.google.com/maps/@52.224968,21.012169,14z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:39:59,dom-wolnostojacy-100-kw-4-pokoje-ID4qWvG,1 398 000 zł,"Dom wolnostojący - 100 kw, 4 pokoje",100 m²,,parter,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,elektryczne,https://www.otodom.pl/pl/oferta/dom-wolnostojacy-100-kw-4-pokoje-ID4qWvG,"https://www.google.com/maps/@52.1516891,21.1938941,14z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:04,wysmienita-srodmiejska-lokalizacja-ID4qWvM,1 185 000 zł,"Wyśmienita, śródmiejska lokalizacja!","45,17 m²",,parter/3,pełna własność,do remontu,,,miejskie,https://www.otodom.pl/pl/oferta/wysmienita-srodmiejska-lokalizacja-ID4qWvM,"https://www.google.com/maps/@52.2257689,21.0260328,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:08,kawalerka-balkon-ochota-ID4qWvA,585 000 zł,Kawalerka | Balkon | Ochota,26 m²,,7/8,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/kawalerka-balkon-ochota-ID4qWvA,"https://www.google.com/maps/@52.2130634,20.9792001,14z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:13,ostrobramska-128-115-m2-2-poziomy-piwnica-ID4p6X4,1 580 000 zł,"Ostrobramska 128, 115 m2, 2 poziomy, piwnica",115 m²,,4/5,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/ostrobramska-128-115-m2-2-poziomy-piwnica-ID4p6X4,"https://www.google.com/maps/@52.2369406,21.0841386,14z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:18,3-pokojowe-mieszkanie-66m2-loggia-ID4nBYu,1 320 826 zł,3-pokojowe mieszkanie 66m2 + loggia,"66,26 m²",,1/4,pełna własność,do wykończenia,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-loggia-ID4nBYu,"https://www.google.com/maps/@52.1581267,21.0830132,12z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:23,mieszkanie-na-sprzedaz-atlantis-zegrze-ID4pO96,899 999 zł,Mieszkanie na sprzedaż Atlantis Zegrze,"37,33 m²",,2,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-atlantis-zegrze-ID4pO96,"https://www.google.com/maps/@52.45424,21.01285,13z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:28,okazja-cicha-okolica-do-zamieszkania-ID4oHtg,2 899 000 zł,Okazja| Cicha okolica| Do zamieszkania|,"103,07 m²",,2/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/okazja-cicha-okolica-do-zamieszkania-ID4oHtg,"https://www.google.com/maps/@52.19696,21.02195,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:33,inwestycyjnie-centrum-kawalerka-pod-najem-ID4oJEP,650 000 zł,Inwestycyjnie | Centrum | Kawalerka | Pod najem,"20,13 m²",,parter/15,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/inwestycyjnie-centrum-kawalerka-pod-najem-ID4oJEP,"https://www.google.com/maps/@52.23594,21.00768,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:38,apartament-4-pok-prestiz-park-ID4oLnC,4 200 000 zł,Apartament 4 pok.| Prestiż| Park,"145,87 m²",,2/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/apartament-4-pok-prestiz-park-ID4oLnC,"https://www.google.com/maps/@52.19696,21.02195,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:42,kamienica-piekne-do-wejsci-ID4oIZG,1 829 000 zł,Kamienica| Piękne| Do wejści,"67,63 m²",,parter/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/kamienica-piekne-do-wejsci-ID4oIZG,"https://www.google.com/maps/@52.19696,21.02195,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:47,kamienica-po-renowacji-okazja-ID4oM4b,4 400 000 zł,Kamienica po renowacji| Okazja,"149,33 m²",,3/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/kamienica-po-renowacji-okazja-ID4oM4b,"https://www.google.com/maps/@52.19696,21.02195,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:52,2-pokoje-10-min-od-centrum-wola-ID4oAIJ,859 000 zł,2 pokoje | 10 min od centrum | Wola,"37,5 m²",,5/12,,do wykończenia,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/2-pokoje-10-min-od-centrum-wola-ID4oAIJ,"https://www.google.com/maps/@52.22706,20.95426,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:40:57,15-min-od-srodmiescia-2-pokoje-do-wejscia-ID4oD4X,889 000 zł,15 min od Śródmieścia | 2 pokoje | Do wejścia,"47,07 m²",,7/19,pełna własność,do zamieszkania,,garaż/miejsce parkingowe,miejskie,https://www.otodom.pl/pl/oferta/15-min-od-srodmiescia-2-pokoje-do-wejscia-ID4oD4X,"https://www.google.com/maps/@52.24309,21.0852,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:41:02,apartament-z-balkonem-3-strony-okazja-ID4oCZ1,1 999 999 zł,Apartament z balkonem|3 strony| Okazja,73 m²,,parter/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/apartament-z-balkonem-3-strony-okazja-ID4oCZ1,"https://www.google.com/maps/@52.19696,21.02195,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:41:07,wysoki-standard-blisko-centrum-swietny-widok-ID4oFAB,1 050 000 zł,Wysoki standard | Blisko centrum | Świetny widok,"38,27 m²",,10/27,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/wysoki-standard-blisko-centrum-swietny-widok-ID4oFAB,"https://www.google.com/maps/@52.22693,20.95561,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:41:11,niewielki-apartament-w-kamienicy-2-pok-ID4oHlJ,1 224 000 zł,Niewielki apartament w kamienicy |2 pok.,"44,63 m²",,parter/4,pełna własność,do zamieszkania,,,miejskie,https://www.otodom.pl/pl/oferta/niewielki-apartament-w-kamienicy-2-pok-ID4oHlJ,"https://www.google.com/maps/@52.19696,21.02195,15z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
2024-06-06 01:41:16,mieszkanie-54m-z-ogrodkiem-ID4qM23,550 000 zł,Mieszkanie 54m z ogródkiem,54 m²,,parter/2,pełna własność,do wykończenia,,garaż/miejsce parkingowe,elektryczne,https://www.otodom.pl/pl/oferta/mieszkanie-54m-z-ogrodkiem-ID4qM23,"https://www.google.com/maps/@52.1686958,20.7695986,16z/data=!10m1!1e1!12b1?source=apiv3&rapsrc=apiv3"
